Education;JoiningYear;City;PaymentTier (1: HIGHEST 2: MID LEVEL 3:LOWEST);Salary;Age;Gender;ExperienceInCurrentField;LeaveOrNot
Masters;2017;Bangalore;1;882;26;Male;4;0
Bachelors;2014;Bangalore;3;472;25;Male;3;1
Bachelors;2016;Bangalore;3;500;27;Male;5;1
Bachelors;2013;Bangalore;3;447;24;Male;2;0
Bachelors;2012;Bangalore;3;318;25;Male;3;0
Bachelors;2014;Pune;3;302;25;Male;3;1
Bachelors;2018;Bangalore;3;506;25;Female;3;1
Masters;2012;Pune;3;556;26;Male;4;1
PHD;2016;Bangalore;3;533;25;Male;3;0
Bachelors;2015;Bangalore;3;389;25;Male;3;0
Bachelors;2017;New Delhi;2;657;25;Male;3;1
Bachelors;2015;New Delhi;3;593;27;Female;5;0
Bachelors;2017;Pune;3;374;26;Male;4;0
Bachelors;2016;Pune;3;497;26;Male;4;0
Bachelors;2018;Bangalore;3;544;26;Male;4;1
Masters;2018;New Delhi;3;461;25;Female;3;1
Masters;2017;Pune;2;522;25;Male;3;0
Masters;2014;Bangalore;3;344;24;Female;2;0
Bachelors;2014;Pune;3;453;28;Female;2;1
Bachelors;2012;Bangalore;3;563;26;Male;4;0
Bachelors;2017;Pune;3;458;26;Male;4;0
Bachelors;2014;Pune;2;523;28;Female;0;1
Bachelors;2017;New Delhi;3;577;25;Female;3;0
Bachelors;2014;Bangalore;3;394;25;Male;3;0
Bachelors;2012;Bangalore;3;579;26;Male;4;0
Bachelors;2014;Bangalore;3;467;26;Male;4;0
Bachelors;2017;Bangalore;3;488;26;Female;4;0
Masters;2017;Bangalore;2;595;26;Male;4;1
Bachelors;2017;New Delhi;3;354;25;Female;3;0
Bachelors;2018;Bangalore;3;379;25;Male;3;1
Bachelors;2014;New Delhi;3;400;27;Female;5;0
Bachelors;2017;Bangalore;3;374;28;Male;5;0
Bachelors;2015;Bangalore;1;767;24;Female;2;0
Bachelors;2013;Bangalore;3;410;27;Male;5;1
Bachelors;2018;Bangalore;3;358;26;Female;4;1
Masters;2017;New Delhi;2;776;28;Female;2;0
Bachelors;2016;Pune;3;526;28;Female;4;1
Bachelors;2016;Bangalore;3;402;25;Male;3;0
Bachelors;2015;Pune;3;402;27;Female;5;1
Bachelors;2015;Bangalore;3;312;26;Male;4;1
Bachelors;2015;Pune;3;421;28;Female;5;1
Bachelors;2013;Pune;3;529;27;Male;5;0
Masters;2017;Pune;2;648;25;Male;3;0
Bachelors;2015;Pune;2;744;25;Female;3;1
Bachelors;2015;Pune;2;566;24;Female;2;1
Masters;2017;New Delhi;2;604;28;Female;2;0
Bachelors;2014;New Delhi;3;462;24;Female;2;0
Bachelors;2012;Bangalore;3;435;27;Male;5;1
Bachelors;2015;Pune;2;608;28;Female;5;1
Bachelors;2015;New Delhi;2;536;27;Female;5;1
Bachelors;2017;Bangalore;3;316;24;Female;2;0
Masters;2016;New Delhi;3;548;25;Female;3;0
Bachelors;2012;Pune;3;575;24;Male;2;0
Bachelors;2015;New Delhi;3;600;24;Female;2;0
Bachelors;2015;Pune;2;696;26;Female;4;1
Masters;2017;Pune;2;744;27;Female;5;0
Bachelors;2013;Bangalore;1;766;24;Female;2;1
PHD;2017;Pune;3;387;28;Male;1;0
Bachelors;2017;Bangalore;3;564;24;Female;2;0
Bachelors;2015;Pune;2;635;24;Female;2;1
Bachelors;2017;Bangalore;3;484;27;Male;5;0
Bachelors;2016;New Delhi;3;405;28;Male;4;0
Masters;2017;New Delhi;2;559;28;Female;2;0
PHD;2014;New Delhi;3;543;24;Male;2;0
Bachelors;2013;Bangalore;3;499;26;Female;4;0
Masters;2014;New Delhi;3;513;24;Male;2;0
Bachelors;2013;New Delhi;3;596;24;Female;2;0
Masters;2017;New Delhi;3;306;26;Male;4;1
Bachelors;2014;Pune;2;570;27;Male;5;0
Masters;2013;Bangalore;3;432;25;Male;3;1
Masters;2012;New Delhi;3;476;27;Female;5;1
Masters;2017;Bangalore;2;736;25;Male;3;0
Bachelors;2012;New Delhi;3;575;28;Male;5;0
Bachelors;2014;Bangalore;3;352;28;Male;0;0
Bachelors;2017;New Delhi;3;600;28;Female;4;0
Bachelors;2016;Pune;3;368;27;Male;5;1
Bachelors;2017;New Delhi;2;704;27;Female;5;0
PHD;2014;Bangalore;3;491;28;Female;0;0
Bachelors;2013;Pune;2;567;25;Male;3;1
Bachelors;2017;Pune;3;512;28;Male;3;0
Bachelors;2012;Bangalore;3;577;27;Male;5;0
Bachelors;2013;Bangalore;2;540;24;Female;2;1
Masters;2017;New Delhi;2;653;25;Male;3;0
Bachelors;2014;Pune;3;564;24;Male;2;0
Bachelors;2013;New Delhi;1;841;25;Female;3;1
Bachelors;2015;Pune;3;573;28;Male;2;0
Masters;2017;New Delhi;3;390;28;Male;1;1
Bachelors;2017;New Delhi;2;661;27;Female;5;0
Bachelors;2018;Pune;3;429;24;Male;2;1
Bachelors;2013;Bangalore;3;572;26;Male;4;0
Bachelors;2017;Bangalore;3;531;27;Female;5;0
Masters;2017;New Delhi;1;891;26;Female;4;1
Masters;2017;Bangalore;2;730;26;Female;4;0
Bachelors;2013;Pune;3;532;26;Male;4;0
Masters;2014;New Delhi;1;890;25;Female;3;0
Bachelors;2014;Bangalore;3;376;27;Male;5;0
Bachelors;2016;Bangalore;3;539;25;Male;3;0
Bachelors;2016;Bangalore;3;376;27;Male;5;0
Bachelors;2015;Bangalore;3;470;28;Female;5;0
Masters;2012;New Delhi;3;422;25;Male;3;1
Bachelors;2013;Bangalore;3;574;28;Male;2;1
Bachelors;2014;Bangalore;1;760;25;Male;3;0
Bachelors;2014;Pune;3;477;26;Male;4;0
Bachelors;2013;Pune;3;328;28;Male;0;0
Bachelors;2015;Bangalore;3;340;27;Male;5;0
Bachelors;2014;Pune;1;771;28;Female;3;1
Masters;2017;Pune;2;581;25;Female;3;1
Masters;2013;New Delhi;3;495;28;Female;2;0
Masters;2017;Bangalore;2;512;27;Female;5;1
Bachelors;2015;Bangalore;3;410;27;Male;5;0
Bachelors;2012;Bangalore;3;439;27;Male;5;0
Bachelors;2014;Bangalore;3;339;26;Male;4;0
Bachelors;2013;New Delhi;3;518;26;Female;4;0
Bachelors;2012;Bangalore;3;474;27;Male;5;0
Bachelors;2013;Bangalore;3;346;26;Female;4;0
Masters;2017;New Delhi;2;795;28;Female;3;0
Bachelors;2017;New Delhi;2;695;26;Male;4;0
Bachelors;2013;Pune;2;664;27;Female;5;1
Masters;2015;Bangalore;3;514;27;Female;5;0
Masters;2017;Pune;3;441;27;Female;5;1
Bachelors;2016;Bangalore;3;401;27;Male;5;0
Bachelors;2012;Bangalore;3;386;27;Male;5;0
Bachelors;2014;Bangalore;3;440;25;Female;3;0
Bachelors;2016;Bangalore;3;332;26;Female;4;0
Bachelors;2016;Bangalore;3;323;26;Female;4;0
Bachelors;2014;New Delhi;3;581;26;Male;4;0
Bachelors;2014;Bangalore;3;465;28;Male;3;0
Bachelors;2012;Pune;3;301;25;Male;3;0
Masters;2014;Bangalore;3;588;28;Female;3;1
Bachelors;2016;New Delhi;3;597;26;Male;4;0
Bachelors;2012;New Delhi;3;525;24;Female;2;0
Bachelors;2015;Pune;2;661;28;Female;4;1
Bachelors;2017;New Delhi;2;507;24;Male;2;0
Bachelors;2015;New Delhi;3;448;25;Male;3;0
Bachelors;2013;Bangalore;3;362;27;Male;5;0
Bachelors;2015;Bangalore;3;424;27;Male;5;0
Bachelors;2017;Bangalore;3;520;28;Female;3;1
Bachelors;2017;Bangalore;3;446;24;Female;2;0
Masters;2017;New Delhi;2;638;26;Female;4;0
Bachelors;2016;Bangalore;3;446;25;Male;3;1
Bachelors;2016;Bangalore;3;520;26;Male;4;0
Masters;2017;Bangalore;2;760;24;Female;2;0
Bachelors;2017;Bangalore;3;375;27;Male;5;0
Bachelors;2014;Pune;2;573;27;Female;5;1
Masters;2017;New Delhi;1;700;24;Female;2;0
Bachelors;2014;Bangalore;3;348;28;Male;1;0
Bachelors;2013;Pune;3;412;26;Male;4;0
Bachelors;2014;Pune;3;380;28;Male;0;0
Masters;2013;New Delhi;3;336;28;Male;1;0
Masters;2017;Pune;2;772;27;Female;5;0
Bachelors;2017;Pune;3;359;28;Male;1;0
Bachelors;2016;New Delhi;3;461;26;Female;4;0
PHD;2018;Bangalore;3;345;27;Male;5;1
Bachelors;2014;Pune;3;510;26;Male;4;0
Bachelors;2013;Pune;3;559;25;Male;3;0
Masters;2017;Pune;3;560;25;Male;3;0
Bachelors;2017;Pune;2;777;24;Female;2;1
Bachelors;2017;New Delhi;3;334;24;Female;2;0
PHD;2014;Pune;3;521;24;Male;2;0
PHD;2017;Bangalore;3;308;24;Female;2;0
Masters;2017;New Delhi;2;772;26;Male;4;1
Bachelors;2013;Pune;2;608;24;Male;2;1
PHD;2016;New Delhi;3;556;27;Female;5;0
Masters;2017;New Delhi;2;768;25;Female;3;1
Bachelors;2014;Pune;3;300;26;Male;4;0
Bachelors;2017;New Delhi;3;391;25;Female;3;0
Bachelors;2012;Bangalore;3;461;27;Female;5;0
Bachelors;2016;Bangalore;3;329;26;Male;4;0
Bachelors;2016;Bangalore;3;539;26;Male;4;0
Bachelors;2015;Pune;2;571;27;Female;5;1
Bachelors;2016;Pune;3;554;28;Female;2;1
Masters;2017;New Delhi;2;685;27;Female;5;1
Bachelors;2018;Bangalore;3;578;25;Female;3;1
Bachelors;2014;Pune;3;450;27;Male;5;0
Bachelors;2014;Bangalore;3;406;27;Male;5;0
Bachelors;2015;New Delhi;3;342;25;Female;3;0
Masters;2017;Bangalore;3;478;26;Female;4;0
Masters;2018;New Delhi;3;344;25;Male;3;1
Bachelors;2018;Bangalore;3;540;25;Male;3;1
Bachelors;2014;Bangalore;3;411;28;Male;1;0
Bachelors;2017;Bangalore;3;327;24;Male;2;0
Bachelors;2013;Bangalore;3;513;28;Female;3;0
Bachelors;2015;Pune;3;489;24;Male;2;0
Bachelors;2012;Bangalore;3;368;26;Male;4;0
Bachelors;2014;New Delhi;3;376;25;Female;3;0
Masters;2017;New Delhi;1;798;26;Male;4;0
Bachelors;2016;Bangalore;3;316;25;Female;3;0
Bachelors;2013;Pune;2;725;26;Male;4;0
Bachelors;2018;Pune;1;898;26;Male;4;0
Bachelors;2017;Bangalore;3;593;24;Male;2;0
Bachelors;2016;Bangalore;3;486;24;Male;2;0
Bachelors;2014;Bangalore;3;317;24;Female;2;0
PHD;2017;New Delhi;3;485;28;Male;3;0
Bachelors;2017;New Delhi;2;670;24;Female;2;1
Bachelors;2015;Bangalore;3;420;25;Female;3;0
Bachelors;2015;Pune;3;403;26;Male;4;0
Masters;2014;Bangalore;3;538;27;Male;5;1
Bachelors;2012;Pune;3;304;24;Female;2;1
Bachelors;2015;Pune;2;508;26;Female;4;1
Bachelors;2013;Bangalore;3;502;24;Female;2;0
Bachelors;2017;Bangalore;3;512;26;Female;4;0
Masters;2017;New Delhi;3;437;26;Male;4;0
Bachelors;2016;Bangalore;3;515;24;Male;2;0
Bachelors;2015;Pune;3;476;28;Male;2;0
Bachelors;2013;Bangalore;3;424;27;Male;5;0
Bachelors;2012;Bangalore;3;358;24;Male;2;0
Masters;2015;Pune;2;674;28;Female;0;0
Bachelors;2017;Pune;3;473;26;Male;4;0
Bachelors;2018;Bangalore;3;478;27;Female;5;1
Masters;2017;Pune;3;582;27;Male;5;1
Bachelors;2013;Bangalore;1;708;27;Female;5;0
Bachelors;2016;Bangalore;3;421;27;Female;5;0
Bachelors;2013;Pune;3;376;28;Male;1;0
Bachelors;2017;Pune;3;369;28;Male;2;0
Bachelors;2013;Bangalore;3;397;26;Male;4;0
Bachelors;2015;Bangalore;3;546;25;Female;3;0
Bachelors;2015;Pune;3;468;24;Female;2;1
Bachelors;2014;New Delhi;3;375;28;Male;1;0
Bachelors;2017;New Delhi;2;533;28;Female;2;0
Masters;2015;New Delhi;3;349;26;Male;4;1
PHD;2014;New Delhi;3;400;25;Male;3;0
Bachelors;2013;Bangalore;3;318;25;Male;3;0
Bachelors;2017;Bangalore;3;587;25;Male;3;0
Bachelors;2013;New Delhi;2;671;24;Female;2;1
Bachelors;2014;Pune;3;335;25;Male;3;0
Bachelors;2017;New Delhi;3;367;25;Female;3;0
Masters;2017;New Delhi;2;665;24;Male;2;1
Bachelors;2015;New Delhi;3;429;28;Female;2;0
Bachelors;2017;Bangalore;3;371;27;Male;5;1
Bachelors;2015;Pune;3;392;26;Male;4;0
Bachelors;2017;Pune;2;506;27;Female;5;1
Bachelors;2016;Bangalore;3;559;24;Male;2;0
Bachelors;2014;Bangalore;2;688;26;Female;4;1
Masters;2017;New Delhi;2;547;25;Female;3;0
Bachelors;2012;New Delhi;3;516;25;Female;3;0
Bachelors;2014;Bangalore;3;560;27;Male;5;0
Bachelors;2017;New Delhi;3;449;27;Male;5;0
Bachelors;2018;Bangalore;3;372;25;Female;3;1
Bachelors;2016;Pune;3;494;27;Female;5;0
Bachelors;2017;Bangalore;3;418;24;Male;2;0
Bachelors;2014;Pune;2;763;28;Female;1;1
Bachelors;2017;Bangalore;2;590;28;Female;2;1
Bachelors;2017;New Delhi;2;712;26;Female;4;1
Bachelors;2013;Pune;2;561;27;Female;5;1
Bachelors;2012;Bangalore;3;521;24;Female;2;0
Masters;2017;Pune;2;628;27;Female;5;0
Bachelors;2015;New Delhi;3;362;24;Male;2;0
Bachelors;2013;New Delhi;3;385;28;Female;2;0
Bachelors;2016;New Delhi;3;354;28;Male;0;0
Bachelors;2016;Bangalore;3;391;26;Male;4;0
Bachelors;2018;Bangalore;3;549;27;Male;5;1
Bachelors;2015;Bangalore;3;442;25;Male;3;0
Bachelors;2014;Bangalore;3;469;26;Male;4;0
Bachelors;2018;Pune;3;575;24;Male;2;1
Bachelors;2017;Bangalore;3;471;26;Male;4;0
Bachelors;2016;Bangalore;3;420;26;Male;4;0
Bachelors;2012;Bangalore;3;301;26;Male;4;0
Masters;2017;Bangalore;2;658;27;Male;5;0
Bachelors;2016;Bangalore;3;319;25;Female;3;0
Masters;2013;Pune;3;582;25;Male;3;0
Masters;2016;New Delhi;3;534;27;Male;5;1
Bachelors;2014;Bangalore;3;574;28;Female;1;0
Bachelors;2014;Bangalore;3;421;25;Male;3;0
PHD;2013;Bangalore;2;558;25;Male;3;1
Bachelors;2017;New Delhi;3;522;25;Male;3;0
Bachelors;2015;Bangalore;3;314;24;Male;2;0
Masters;2015;Bangalore;3;355;26;Female;4;1
Bachelors;2013;Bangalore;3;303;25;Female;3;0
Bachelors;2015;New Delhi;2;712;24;Female;2;1
Masters;2015;New Delhi;2;539;27;Female;5;1
Bachelors;2017;New Delhi;2;542;26;Male;4;0
Bachelors;2013;Bangalore;3;510;25;Male;3;0
PHD;2017;New Delhi;3;531;24;Male;2;0
Masters;2015;Bangalore;3;415;27;Male;5;1
Bachelors;2015;New Delhi;2;583;28;Female;1;1
Bachelors;2014;Bangalore;3;418;28;Male;2;1
Bachelors;2014;Bangalore;3;344;25;Male;3;0
Bachelors;2013;Bangalore;3;537;26;Male;4;0
Masters;2017;New Delhi;1;801;27;Male;5;0
Bachelors;2018;Bangalore;3;430;27;Male;5;1
Bachelors;2014;Bangalore;3;372;24;Male;2;0
Bachelors;2013;Bangalore;3;362;28;Male;0;0
Bachelors;2013;Bangalore;3;539;24;Male;2;0
Bachelors;2012;Bangalore;3;402;28;Female;1;1
Bachelors;2014;Bangalore;3;343;26;Male;4;0
Masters;2017;New Delhi;2;606;28;Male;3;0
Bachelors;2013;Pune;3;476;24;Female;2;1
Masters;2017;New Delhi;2;763;24;Male;2;1
Bachelors;2014;Bangalore;3;504;28;Female;1;1
Bachelors;2018;Bangalore;3;502;25;Male;3;1
Masters;2012;New Delhi;3;449;27;Female;5;0
Masters;2014;New Delhi;3;321;26;Male;4;0
Bachelors;2017;Bangalore;3;355;28;Male;5;0
Bachelors;2017;Pune;3;371;28;Female;1;0
Bachelors;2016;Bangalore;3;504;24;Male;2;0
Bachelors;2016;New Delhi;3;511;24;Male;2;0
Masters;2018;New Delhi;3;570;28;Male;2;1
Bachelors;2014;Bangalore;3;591;25;Male;3;0
Masters;2013;New Delhi;3;464;25;Male;3;1
Masters;2017;Bangalore;3;582;28;Female;0;1
PHD;2018;Bangalore;3;335;26;Male;4;1
Bachelors;2017;Bangalore;1;877;24;Male;2;0
Bachelors;2017;New Delhi;2;622;25;Male;3;0
Masters;2015;Pune;2;780;28;Female;0;0
Bachelors;2014;Pune;2;739;27;Female;5;1
Bachelors;2014;Bangalore;3;335;25;Male;3;0
Bachelors;2017;Pune;3;427;27;Male;5;0
Bachelors;2017;Bangalore;3;482;28;Male;2;0
Bachelors;2014;Bangalore;3;393;28;Male;1;0
Bachelors;2014;New Delhi;3;318;28;Female;3;0
Bachelors;2015;New Delhi;2;631;29;Female;1;1
Bachelors;2012;Bangalore;3;390;29;Male;1;0
Bachelors;2017;Pune;2;530;26;Male;4;0
Bachelors;2015;Pune;3;564;28;Female;2;1
Bachelors;2016;Pune;3;320;26;Male;4;0
Masters;2017;New Delhi;3;354;26;Female;4;0
Bachelors;2013;Pune;3;486;26;Male;4;0
Bachelors;2017;Bangalore;3;351;28;Male;1;0
Bachelors;2013;Bangalore;3;431;26;Male;4;0
Bachelors;2015;Pune;3;336;28;Female;2;1
Bachelors;2017;New Delhi;3;334;28;Female;1;0
Bachelors;2016;New Delhi;3;530;27;Female;5;0
Bachelors;2018;Pune;3;505;27;Male;5;1
Bachelors;2014;Bangalore;3;527;29;Male;2;0
Bachelors;2015;Pune;2;699;28;Female;2;1
Bachelors;2017;Pune;3;362;26;Female;4;1
Masters;2017;New Delhi;3;452;28;Male;2;0
Bachelors;2017;Pune;3;435;26;Male;4;0
Bachelors;2017;Pune;3;305;26;Female;4;1
Bachelors;2018;Bangalore;3;476;26;Female;4;1
Bachelors;2014;Pune;3;444;30;Male;2;0
Masters;2017;New Delhi;3;512;29;Male;2;1
Masters;2017;Pune;2;667;26;Female;4;0
Masters;2015;New Delhi;3;411;28;Female;2;0
Bachelors;2016;Bangalore;3;358;30;Female;2;1
Bachelors;2012;Bangalore;3;553;26;Female;4;1
Bachelors;2014;Bangalore;3;476;29;Male;1;0
Bachelors;2012;Bangalore;3;321;26;Male;4;0
Bachelors;2018;Bangalore;3;387;26;Male;4;1
PHD;2018;New Delhi;2;673;29;Female;1;1
Masters;2013;New Delhi;3;511;26;Male;4;1
Masters;2015;Pune;3;581;30;Female;2;0
Bachelors;2018;Pune;3;474;26;Male;4;1
Masters;2013;New Delhi;2;507;29;Female;2;1
Bachelors;2016;Bangalore;3;360;29;Male;2;0
Bachelors;2013;Bangalore;3;456;28;Male;1;0
Bachelors;2017;Pune;2;549;26;Female;4;1
Masters;2017;Pune;2;800;30;Female;2;0
Bachelors;2015;Pune;2;793;30;Female;1;1
Masters;2017;New Delhi;2;759;29;Female;2;1
Bachelors;2015;Bangalore;3;518;30;Male;2;0
Bachelors;2015;Bangalore;3;563;27;Female;5;1
Bachelors;2017;Pune;3;484;27;Female;5;1
Bachelors;2014;Bangalore;3;359;30;Male;2;0
Bachelors;2014;Bangalore;3;598;26;Female;4;0
Masters;2013;New Delhi;3;378;26;Male;4;0
Bachelors;2013;New Delhi;3;562;29;Female;1;1
Bachelors;2018;New Delhi;3;327;27;Female;5;1
Bachelors;2014;Bangalore;3;578;29;Male;1;0
Bachelors;2017;Pune;3;509;26;Female;4;1
Masters;2015;Bangalore;2;770;27;Female;5;1
Masters;2017;New Delhi;2;528;29;Female;2;0
Masters;2017;Bangalore;3;380;26;Female;4;0
Bachelors;2015;Bangalore;3;379;28;Male;2;0
Bachelors;2013;Bangalore;3;525;27;Male;5;1
Bachelors;2014;New Delhi;3;553;28;Female;2;0
Bachelors;2012;Bangalore;3;430;29;Male;1;1
Bachelors;2016;New Delhi;3;422;28;Female;2;0
Masters;2012;New Delhi;3;426;26;Female;4;1
Bachelors;2014;Bangalore;3;513;26;Male;4;0
Bachelors;2017;Pune;3;483;28;Male;2;0
Bachelors;2012;Bangalore;2;533;27;Female;5;1
Bachelors;2018;Bangalore;3;499;28;Male;1;1
Bachelors;2015;Pune;2;773;26;Female;4;1
PHD;2016;Bangalore;3;527;29;Female;1;0
Masters;2018;Bangalore;3;445;30;Female;2;1
Bachelors;2014;Bangalore;3;350;28;Female;2;0
Masters;2017;New Delhi;2;665;30;Male;2;0
Bachelors;2012;Bangalore;3;484;30;Male;1;0
Masters;2017;New Delhi;2;577;30;Male;2;0
Bachelors;2017;New Delhi;3;448;26;Male;4;0
Bachelors;2017;Bangalore;3;339;28;Female;2;0
Masters;2013;New Delhi;3;465;26;Female;4;0
PHD;2015;New Delhi;1;701;29;Male;2;0
Masters;2017;New Delhi;2;678;27;Female;5;1
Bachelors;2016;Pune;3;402;30;Male;1;0
Bachelors;2012;Bangalore;3;475;26;Male;4;1
Bachelors;2014;Pune;2;744;29;Female;2;1
Bachelors;2016;Bangalore;3;482;30;Male;2;0
Bachelors;2013;Bangalore;3;474;27;Female;5;0
PHD;2015;New Delhi;2;501;29;Female;1;0
Bachelors;2012;Bangalore;3;362;27;Male;5;0
Bachelors;2018;Bangalore;3;498;30;Male;2;1
Masters;2017;Pune;2;709;29;Female;2;0
Masters;2016;Bangalore;3;540;29;Female;2;0
Bachelors;2017;Bangalore;3;315;27;Female;5;1
Bachelors;2017;Bangalore;3;377;28;Male;2;0
Bachelors;2017;Bangalore;3;534;27;Female;5;0
Bachelors;2012;New Delhi;3;416;29;Male;1;0
Bachelors;2017;Bangalore;3;339;26;Male;4;0
Bachelors;2013;Bangalore;3;354;28;Female;1;1
Bachelors;2013;Pune;2;545;29;Female;1;1
Bachelors;2015;Bangalore;1;780;27;Male;5;0
Bachelors;2016;Bangalore;3;390;30;Male;1;0
Bachelors;2013;New Delhi;3;470;30;Female;1;0
Masters;2017;Pune;2;678;27;Male;5;1
Masters;2017;Pune;2;578;29;Male;2;0
Bachelors;2016;New Delhi;3;560;29;Female;1;0
Bachelors;2014;Bangalore;3;308;26;Male;4;1
Bachelors;2014;Bangalore;3;456;26;Male;4;0
Bachelors;2015;New Delhi;3;593;28;Female;1;0
Bachelors;2013;Pune;2;707;28;Female;1;1
Bachelors;2016;Bangalore;3;488;27;Female;5;0
Bachelors;2017;Bangalore;3;358;26;Male;4;1
Bachelors;2014;New Delhi;3;567;30;Male;2;1
Bachelors;2015;Pune;2;704;30;Male;2;1
Bachelors;2016;Bangalore;3;404;27;Male;5;0
Bachelors;2015;Pune;3;544;26;Female;4;1
Bachelors;2014;New Delhi;3;468;30;Male;1;0
Masters;2017;Pune;2;743;26;Male;4;1
Bachelors;2016;Bangalore;3;331;27;Male;5;0
PHD;2017;Pune;3;411;28;Male;1;0
Bachelors;2015;New Delhi;3;572;30;Female;2;0
Bachelors;2016;Bangalore;3;409;29;Male;2;0
Bachelors;2012;Bangalore;3;418;28;Male;2;0
Bachelors;2014;Bangalore;1;897;30;Male;2;1
Bachelors;2013;Bangalore;3;443;27;Male;5;1
Masters;2017;Pune;2;590;30;Male;2;0
Bachelors;2012;Bangalore;3;489;30;Male;2;0
Masters;2017;New Delhi;2;604;26;Male;4;0
Bachelors;2014;Pune;2;510;26;Male;4;0
Bachelors;2013;Bangalore;3;439;29;Female;1;1
Bachelors;2015;Pune;3;445;29;Female;2;1
Bachelors;2013;Bangalore;3;341;28;Female;1;0
Masters;2016;Bangalore;3;490;29;Male;1;0
Masters;2016;New Delhi;3;512;26;Female;4;0
Bachelors;2015;Bangalore;3;537;26;Male;4;0
Bachelors;2016;Pune;3;305;26;Male;4;0
Masters;2015;New Delhi;1;705;27;Male;5;1
Bachelors;2012;Bangalore;3;416;28;Male;1;1
Masters;2017;Pune;2;736;27;Male;5;0
Masters;2015;Pune;2;677;29;Female;2;0
Bachelors;2012;Bangalore;3;583;28;Male;2;0
Bachelors;2012;Pune;2;650;28;Male;2;1
Bachelors;2015;Pune;2;547;27;Female;5;1
Masters;2017;Pune;2;585;29;Female;1;0
Bachelors;2014;Pune;2;514;28;Female;1;1
Masters;2012;New Delhi;1;721;29;Female;1;0
Bachelors;2015;Bangalore;3;394;30;Female;2;0
Masters;2017;Bangalore;2;660;26;Male;4;1
Bachelors;2012;Bangalore;3;600;26;Male;4;0
Bachelors;2013;Bangalore;1;847;30;Male;1;0
Masters;2017;New Delhi;3;535;30;Male;2;0
Bachelors;2015;Pune;2;627;27;Female;5;1
Bachelors;2016;Bangalore;3;304;28;Male;2;1
Bachelors;2017;Pune;2;740;26;Female;4;1
Masters;2015;New Delhi;2;784;26;Female;4;0
Bachelors;2015;Pune;2;761;26;Female;4;1
PHD;2013;New Delhi;3;349;27;Female;5;0
Bachelors;2014;Bangalore;3;538;27;Male;5;1
Bachelors;2013;New Delhi;3;548;29;Female;1;0
Masters;2017;Pune;3;409;29;Male;2;0
Bachelors;2016;Pune;3;473;28;Male;2;0
Bachelors;2013;Bangalore;3;587;26;Male;4;0
Bachelors;2013;Bangalore;3;469;29;Male;1;0
Bachelors;2016;Pune;3;317;29;Male;2;0
Masters;2016;New Delhi;3;492;26;Male;4;0
Bachelors;2015;Bangalore;3;550;30;Female;1;1
Bachelors;2014;Bangalore;3;456;26;Male;4;0
Bachelors;2013;Bangalore;3;504;27;Female;5;0
Bachelors;2016;Bangalore;3;477;29;Male;2;0
Bachelors;2016;Bangalore;3;450;29;Male;1;0
Masters;2014;New Delhi;3;488;29;Male;1;0
Bachelors;2014;Bangalore;3;576;27;Male;5;0
Bachelors;2012;Bangalore;1;777;27;Female;5;0
Bachelors;2015;New Delhi;3;408;26;Female;4;0
Bachelors;2015;Pune;1;894;28;Female;2;1
Bachelors;2015;Pune;2;578;28;Female;1;1
Bachelors;2018;Pune;2;679;28;Female;2;1
Bachelors;2015;Pune;3;326;28;Female;1;1
Bachelors;2015;Pune;3;308;29;Male;2;0
Bachelors;2013;Bangalore;3;466;27;Male;5;0
Bachelors;2014;Pune;2;704;27;Female;5;1
Bachelors;2014;Bangalore;3;303;27;Male;5;1
Bachelors;2016;Bangalore;3;537;30;Male;1;0
PHD;2015;New Delhi;3;577;28;Male;2;1
Bachelors;2014;Pune;3;422;29;Male;2;0
Bachelors;2015;Bangalore;3;398;29;Male;1;0
Bachelors;2013;Pune;3;543;30;Male;2;0
Bachelors;2013;Bangalore;3;478;28;Male;1;0
Bachelors;2015;Pune;2;511;29;Female;2;1
Bachelors;2017;Bangalore;3;560;30;Male;1;0
Bachelors;2012;Bangalore;3;409;27;Male;5;0
Masters;2017;New Delhi;2;512;27;Male;5;0
Bachelors;2018;Bangalore;3;569;29;Male;1;1
Masters;2012;New Delhi;1;880;30;Female;2;1
Masters;2016;New Delhi;3;314;28;Female;2;0
Bachelors;2016;Bangalore;3;554;26;Male;4;0
Bachelors;2012;Bangalore;3;510;28;Female;1;0
Bachelors;2018;Pune;3;434;27;Male;5;1
Bachelors;2014;Bangalore;3;348;29;Female;2;0
PHD;2017;Bangalore;3;385;27;Male;5;0
Bachelors;2017;Bangalore;3;412;29;Male;2;0
Bachelors;2014;Bangalore;3;449;28;Male;2;0
Bachelors;2014;Bangalore;3;328;26;Female;4;0
Bachelors;2012;Bangalore;3;581;28;Male;2;0
Masters;2018;Bangalore;3;525;28;Female;2;1
Bachelors;2017;Bangalore;3;576;28;Female;1;0
Bachelors;2015;Bangalore;3;349;28;Male;1;0
Bachelors;2014;New Delhi;3;415;29;Female;1;0
Masters;2017;New Delhi;3;567;28;Male;2;0
Masters;2017;New Delhi;3;370;29;Male;1;0
Bachelors;2014;Pune;2;639;29;Male;2;1
Masters;2013;New Delhi;3;420;26;Male;4;1
Bachelors;2014;Bangalore;3;422;30;Male;1;0
Bachelors;2013;New Delhi;3;551;26;Female;4;0
